city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Ambronay,46.0056,5.3606,France,FR,Auvergne-Rhône-Alpes,,2763,2763
Roiffieux,45.2267,4.6544,France,FR,Auvergne-Rhône-Alpes,,2762,2762
Pollionnay,45.7647,4.6611,France,FR,Auvergne-Rhône-Alpes,,2761,2761
Macheren,49.0997,6.7428,France,FR,Grand Est,,2761,2761
Villaines-la-Juhel,48.3444,-0.2797,France,FR,Pays de la Loire,,2761,2761
Saint-Martin-de-Londres,43.7908,3.7317,France,FR,Occitanie,,2761,2761
Essômes-sur-Marne,49.0294,3.3742,France,FR,Hauts-de-France,,2760,2760
Bourron-Marlotte,48.3411,2.7078,France,FR,Île-de-France,,2759,2759
La Flotte,46.1869,-1.3256,France,FR,Nouvelle-Aquitaine,,2759,2759
Chabris,47.2550,1.6533,France,FR,Centre-Val de Loire,,2759,2759
Champlan,48.7086,2.2744,France,FR,Île-de-France,,2758,2758
Plougasnou,48.6956,-3.7894,France,FR,Bretagne,,2757,2757
Aigueperse,46.0225,3.2022,France,FR,Auvergne-Rhône-Alpes,,2756,2756
Plerguer,48.5267,-1.8472,France,FR,Bretagne,,2756,2756
Gesté,47.1806,-1.1108,France,FR,Pays de la Loire,,2756,2756
Pabu,48.5875,-3.1361,France,FR,Bretagne,,2754,2754
La Guyonnière,46.9656,-1.2497,France,FR,Pays de la Loire,,2753,2753
Gondreville,48.6931,5.9606,France,FR,Grand Est,,2752,2752
Montignac,45.0664,1.1614,France,FR,Nouvelle-Aquitaine,,2752,2752
Maisse,48.3947,2.3761,France,FR,Île-de-France,,2751,2751
Saint-Clément,48.2178,3.2928,France,FR,Bourgogne-Franche-Comté,,2748,2748
Diémoz,45.5886,5.0942,France,FR,Auvergne-Rhône-Alpes,,2748,2748
Camiers,50.5661,1.6136,France,FR,Hauts-de-France,,2748,2748
Carpiquet,49.1861,-0.4444,France,FR,Normandie,,2747,2747
Villefranque,43.4372,-1.4528,France,FR,Nouvelle-Aquitaine,,2747,2747
Hésingue,47.5761,7.5219,France,FR,Grand Est,,2745,2745
Zonza,41.7494,9.1706,France,FR,Corsica,,2745,2745
Ronchamp,47.7003,6.6333,France,FR,Bourgogne-Franche-Comté,,2743,2743
Morzine,46.1800,6.7092,France,FR,Auvergne-Rhône-Alpes,,2743,2743
Sérifontaine,49.3533,1.7703,France,FR,Hauts-de-France,,2742,2742
Saint-Étienne-de-Fontbellon,44.6008,4.3864,France,FR,Auvergne-Rhône-Alpes,,2740,2740
Saint-Thibéry,43.3967,3.4167,France,FR,Occitanie,,2740,2740
L’Île-d’Olonne,46.5617,-1.7822,France,FR,Pays de la Loire,,2739,2739
Labouheyre,44.2125,-0.9192,France,FR,Nouvelle-Aquitaine,,2739,2739
Sainte-Anne-d’Auray,47.7036,-2.9539,France,FR,Bretagne,,2738,2738
Mers-les-Bains,50.0672,1.3878,France,FR,Hauts-de-France,,2738,2738
Lozanne,45.8572,4.6808,France,FR,Auvergne-Rhône-Alpes,,2737,2737
Saint-Martin-du-Tertre,49.1067,2.3456,France,FR,Île-de-France,,2737,2737
Mussidan,45.0350,0.3656,France,FR,Nouvelle-Aquitaine,,2736,2736
Nieuil-l’Espoir,46.4822,0.4542,France,FR,Nouvelle-Aquitaine,,2736,2736
Plumelin,47.8617,-2.8881,France,FR,Bretagne,,2733,2733
Vulaines-sur-Seine,48.4311,2.7667,France,FR,Île-de-France,,2732,2732
Saint-Germain-Laval,48.3992,2.9967,France,FR,Île-de-France,,2732,2732
Saint-Martin-Bellevue,45.9622,6.1486,France,FR,Auvergne-Rhône-Alpes,,2732,2732
Le Conquet,48.3603,-4.7708,France,FR,Bretagne,,2731,2731
Masnières,50.1153,3.2097,France,FR,Hauts-de-France,,2731,2731
Toulenne,44.5581,-0.2628,France,FR,Nouvelle-Aquitaine,,2730,2730
Marpent,50.2914,4.0797,France,FR,Hauts-de-France,,2729,2729
Portets,44.6969,-0.4242,France,FR,Nouvelle-Aquitaine,,2728,2728
Villenauxe,48.5911,3.5575,France,FR,Grand Est,,2727,2727
Dunières,45.2156,4.3447,France,FR,Auvergne-Rhône-Alpes,,2727,2727
Noyers-sur-Cher,47.2767,1.3997,France,FR,Centre-Val de Loire,,2725,2725
Châteauneuf-du-Rhône,44.4858,4.7167,France,FR,Auvergne-Rhône-Alpes,,2724,2724
Marmoutier,48.6900,7.3811,France,FR,Grand Est,,2723,2723
Montois-la-Montagne,49.2175,6.0222,France,FR,Grand Est,,2722,2722
Bertrange,49.3106,6.1869,France,FR,Grand Est,,2721,2721
Saint-Julien-l’Ars,46.5586,0.5103,France,FR,Nouvelle-Aquitaine,,2721,2721
La Couture,50.5814,2.7119,France,FR,Hauts-de-France,,2720,2720
Râches,50.4167,3.1367,France,FR,Hauts-de-France,,2719,2719
Fleurbaix,50.6522,2.8328,France,FR,Hauts-de-France,,2719,2719
Bernes-sur-Oise,49.1611,2.3006,France,FR,Île-de-France,,2718,2718
Saint-Nazaire,42.6675,2.9919,France,FR,Occitanie,,2716,2716
Cosnes,49.5192,5.7111,France,FR,Grand Est,,2716,2716
Ampuis,45.4892,4.8100,France,FR,Auvergne-Rhône-Alpes,,2715,2715
Saint-Thégonnec,48.5211,-3.9467,France,FR,Bretagne,,2715,2715
Anet,48.8550,1.4394,France,FR,Centre-Val de Loire,,2714,2714
Amancy,46.0742,6.3292,France,FR,Auvergne-Rhône-Alpes,,2713,2713
Louvigny,49.1578,-0.3919,France,FR,Normandie,,2712,2712
Vendres,43.2694,3.2242,France,FR,Occitanie,,2712,2712
Saint-Geours-de-Maremne,43.6872,-1.2292,France,FR,Nouvelle-Aquitaine,,2712,2712
Gometz-le-Châtel,48.6786,2.1386,France,FR,Île-de-France,,2711,2711
Chanas,45.3183,4.8192,France,FR,Auvergne-Rhône-Alpes,,2711,2711
Vernou-sur-Brenne,47.4211,0.8456,France,FR,Centre-Val de Loire,,2710,2710
Châtenois-les-Forges,47.5592,6.8483,France,FR,Bourgogne-Franche-Comté,,2709,2709
Haspres,50.2583,3.4167,France,FR,Hauts-de-France,,2709,2709
Saint-Georges-des-Coteaux,45.7631,-0.7108,France,FR,Nouvelle-Aquitaine,,2708,2708
Péaule,47.5819,-2.3561,France,FR,Bretagne,,2708,2708
Beautor,49.6508,3.3447,France,FR,Hauts-de-France,,2707,2707
Juigné sur Loire,47.4075,-0.4758,France,FR,Pays de la Loire,,2707,2707
Ancerville,48.6358,5.0197,France,FR,Grand Est,,2707,2707
Saint-Georges-sur-Cher,47.3253,1.1253,France,FR,Centre-Val de Loire,,2704,2704
Sérézin-du-Rhône,45.6286,4.8239,France,FR,Auvergne-Rhône-Alpes,,2703,2703
Orcet,45.7036,3.1689,France,FR,Auvergne-Rhône-Alpes,,2702,2702
Péron,46.1900,5.9264,France,FR,Auvergne-Rhône-Alpes,,2701,2701
Équihen-Plage,50.6769,1.5725,France,FR,Hauts-de-France,,2700,2700
La Biolle,45.7561,5.9292,France,FR,Auvergne-Rhône-Alpes,,2699,2699
Arles-sur-Tech,42.4569,2.6339,France,FR,Occitanie,,2698,2698
Neuville-sur-l’Escaut,50.2997,3.3539,France,FR,Hauts-de-France,,2695,2695
Ivry-la-Bataille,48.8836,1.4608,France,FR,Normandie,,2694,2694
Villedieu-sur-Indre,46.8464,1.5400,France,FR,Centre-Val de Loire,,2694,2694
Pérignat-lès-Sarliève,45.7367,3.1397,France,FR,Auvergne-Rhône-Alpes,,2693,2693
Saint-Mars-la-Brière,48.0292,0.3728,France,FR,Pays de la Loire,,2693,2693
Beaumont-en-Véron,47.1958,0.1861,France,FR,Centre-Val de Loire,,2692,2692
Morsbach,49.1669,6.8708,France,FR,Grand Est,,2691,2691
Hanches,48.6025,1.6469,France,FR,Centre-Val de Loire,,2691,2691
Saint-Agnant,45.8722,-0.9614,France,FR,Nouvelle-Aquitaine,,2691,2691
Cloyes-sur-le-Loir,47.9969,1.2350,France,FR,Centre-Val de Loire,,2690,2690
Peyrins,45.0931,5.0472,France,FR,Auvergne-Rhône-Alpes,,2690,2690
Ouzouer-sur-Loire,47.7667,2.4786,France,FR,Centre-Val de Loire,,2690,2690
Œting,49.1736,6.9147,France,FR,Grand Est,,2689,2689
Volgelsheim,48.0156,7.5478,France,FR,Grand Est,,2689,2689
Ambrières-les-Vallées,48.4022,-0.6306,France,FR,Pays de la Loire,,2689,2689
Huttenheim,48.3589,7.5789,France,FR,Grand Est,,2686,2686
Athée-sur-Cher,47.3208,0.9156,France,FR,Centre-Val de Loire,,2686,2686
Magné,46.3147,-0.5467,France,FR,Nouvelle-Aquitaine,,2685,2685
Saint-Gervais,46.9019,-1.9983,France,FR,Pays de la Loire,,2685,2685
Vémars,49.0697,2.5678,France,FR,Île-de-France,,2684,2684
Charleval,43.7186,5.2456,France,FR,Provence-Alpes-Côte d’Azur,,2684,2684
Chailles,47.5417,1.3103,France,FR,Centre-Val de Loire,,2684,2684
Saint-Molf,47.3914,-2.4250,France,FR,Pays de la Loire,,2683,2683
Sorigny,47.2417,0.6953,France,FR,Centre-Val de Loire,,2683,2683
Chavanod,45.8900,6.0397,France,FR,Auvergne-Rhône-Alpes,,2682,2682
Les Marches,45.4992,6.0008,France,FR,Auvergne-Rhône-Alpes,,2682,2682
Châtillon-sur-Thouet,46.6611,-0.2342,France,FR,Nouvelle-Aquitaine,,2681,2681
Rhinau,48.3194,7.7028,France,FR,Grand Est,,2681,2681
Pfaffenhoffen,48.8444,7.6108,France,FR,Grand Est,,2680,2680
Montigny-sur-Loing,48.3381,2.7428,France,FR,Île-de-France,,2680,2680
Charquemont,47.2142,6.8217,France,FR,Bourgogne-Franche-Comté,,2680,2680
Avord,47.0331,2.6533,France,FR,Centre-Val de Loire,,2677,2677
Scy-Chazelles,49.1136,6.1142,France,FR,Grand Est,,2675,2675
Confolens,46.0136,0.6722,France,FR,Nouvelle-Aquitaine,minor,2673,2673
Névez,47.8194,-3.7925,France,FR,Bretagne,,2673,2673
Plumelec,47.8378,-2.6408,France,FR,Bretagne,,2673,2673
Périgny,48.6950,2.5517,France,FR,Île-de-France,,2672,2672
Rosselange,49.2583,6.0694,France,FR,Grand Est,,2672,2672
Seillans,43.6361,6.6433,France,FR,Provence-Alpes-Côte d’Azur,,2671,2671
Guilvinec,47.7953,-4.2839,France,FR,Bretagne,,2670,2670
Épouville,49.5625,0.2225,France,FR,Normandie,,2670,2670
La Planche,47.0164,-1.4353,France,FR,Pays de la Loire,,2670,2670
Saint-Just-le-Martel,45.8625,1.3878,France,FR,Nouvelle-Aquitaine,,2670,2670
Sare,43.3128,-1.5803,France,FR,Nouvelle-Aquitaine,,2670,2670
Saint-Jouan-des-Guérets,48.5986,-1.9731,France,FR,Bretagne,,2669,2669
Gestel,47.8033,-3.4442,France,FR,Bretagne,,2666,2666
Avelin,50.5400,3.0817,France,FR,Hauts-de-France,,2666,2666
Montayral,44.4794,0.9872,France,FR,Nouvelle-Aquitaine,,2666,2666
Piré-sur-Seiche,48.0094,-1.4306,France,FR,Bretagne,,2666,2666
La Force,44.8686,0.3753,France,FR,Nouvelle-Aquitaine,,2665,2665
Pommiers,45.9553,4.6925,France,FR,Auvergne-Rhône-Alpes,,2664,2664
Jard-sur-Mer,46.4164,-1.5767,France,FR,Pays de la Loire,,2664,2664
Donzenac,45.2272,1.5239,France,FR,Nouvelle-Aquitaine,,2664,2664
Lans-en-Vercors,45.1281,5.5886,France,FR,Auvergne-Rhône-Alpes,,2664,2664
Breuil-le-Sec,49.3703,2.4522,France,FR,Hauts-de-France,,2663,2663
Ayguesvives,43.4372,1.5969,France,FR,Occitanie,,2663,2663
Les Vans,44.4053,4.1319,France,FR,Auvergne-Rhône-Alpes,,2663,2663
Bras,43.4719,5.9536,France,FR,Provence-Alpes-Côte d’Azur,,2663,2663
Damparis,47.0742,5.4131,France,FR,Bourgogne-Franche-Comté,,2662,2662
Baldersheim,47.8003,7.3803,France,FR,Grand Est,,2662,2662
Vernou-sur-Seine,48.3878,2.8464,France,FR,Île-de-France,,2662,2662
Villefranche,47.2933,1.7700,France,FR,Centre-Val de Loire,,2662,2662
Bort-les-Orgues,45.3997,2.4958,France,FR,Nouvelle-Aquitaine,,2661,2661
Caderousse,44.1028,4.7564,France,FR,Provence-Alpes-Côte d’Azur,,2661,2661
Lusignan,46.4347,0.1228,France,FR,Nouvelle-Aquitaine,,2660,2660
Chevilly,48.0289,1.8736,France,FR,Centre-Val de Loire,,2660,2660
Colombier,45.7114,5.1122,France,FR,Auvergne-Rhône-Alpes,,2657,2657
Criel-sur-Mer,50.0161,1.3175,France,FR,Normandie,,2655,2655
Moult,49.1153,-0.1650,France,FR,Normandie,,2654,2654
Vinassan,43.2036,3.0739,France,FR,Occitanie,,2653,2653
Corsept,47.2775,-2.0592,France,FR,Pays de la Loire,,2651,2651
Drémil-Lafage,43.5969,1.6017,France,FR,Occitanie,,2650,2650
Nivolas-Vermelle,45.5567,5.3064,France,FR,Auvergne-Rhône-Alpes,,2649,2649
Arc-sur-Tille,47.3431,5.1917,France,FR,Bourgogne-Franche-Comté,,2649,2649
La Broque,48.4767,7.2161,France,FR,Grand Est,,2646,2646
Cattenom,49.4061,6.2436,France,FR,Grand Est,,2643,2643
Boussay,47.0442,-1.1864,France,FR,Pays de la Loire,,2643,2643
Cellettes,47.5281,1.3806,France,FR,Centre-Val de Loire,,2642,2642
Huriel,46.3731,2.4767,France,FR,Auvergne-Rhône-Alpes,,2642,2642
Saint-Martin-de-Belleville,45.3803,6.5044,France,FR,Auvergne-Rhône-Alpes,,2640,2640
Artannes-sur-Indre,47.2733,0.5992,France,FR,Centre-Val de Loire,,2639,2639
La Milesse,48.0647,0.1356,France,FR,Pays de la Loire,,2638,2638
Richebourg-Saint-Vaast,50.5792,2.7394,France,FR,Hauts-de-France,,2638,2638
Hilsenheim,48.2889,7.5653,France,FR,Grand Est,,2638,2638
Foug,48.6842,5.7864,France,FR,Grand Est,,2638,2638
Saint-Maurice-de-Lignon,45.2242,4.1389,France,FR,Auvergne-Rhône-Alpes,,2637,2637
Port-Louis,47.7067,-3.3533,France,FR,Bretagne,,2636,2636
Gréoux-les-Bains,43.7583,5.8836,France,FR,Provence-Alpes-Côte d’Azur,,2635,2635
Vernosc-lès-Annonay,45.2158,4.7131,France,FR,Auvergne-Rhône-Alpes,,2634,2634
La Flocellière,46.8322,-0.8608,France,FR,Pays de la Loire,,2634,2634
Dorlisheim,48.5250,7.4858,France,FR,Grand Est,,2633,2633
Venerque,43.4336,1.4439,France,FR,Occitanie,,2633,2633
Toucy,47.7364,3.2933,France,FR,Bourgogne-Franche-Comté,,2633,2633
Massieux,45.9086,4.8303,France,FR,Auvergne-Rhône-Alpes,,2632,2632
Lipsheim,48.4914,7.6658,France,FR,Grand Est,,2632,2632
Balaruc-le-Vieux,43.4603,3.6847,France,FR,Occitanie,,2631,2631
Saint-Herblon,47.4083,-1.0958,France,FR,Pays de la Loire,,2631,2631
Fontaine-la-Mallet,49.5364,0.1444,France,FR,Normandie,,2630,2630
Saint-Drézéry,43.7333,3.9822,France,FR,Occitanie,,2630,2630
Andard,47.4569,-0.3969,France,FR,Pays de la Loire,,2630,2630
Maillane,43.8328,4.7819,France,FR,Provence-Alpes-Côte d’Azur,,2625,2625
Régusse,43.6553,6.1319,France,FR,Provence-Alpes-Côte d’Azur,,2625,2625
Noyen-sur-Sarthe,47.8731,-0.0989,France,FR,Pays de la Loire,,2625,2625
Longueil-Annel,49.4678,2.8636,France,FR,Hauts-de-France,,2624,2624
Mudaison,43.6464,4.0394,France,FR,Occitanie,,2624,2624
Wahagnies,50.4856,3.0358,France,FR,Hauts-de-France,,2621,2621
Roézé-sur-Sarthe,47.8958,0.0669,France,FR,Pays de la Loire,,2620,2620
Civray,46.1481,0.2953,France,FR,Nouvelle-Aquitaine,,2618,2618
Étival-Clairefontaine,48.3639,6.8581,France,FR,Grand Est,,2618,2618
Terves,46.8046,-0.5089,France,FR,Nouvelle-Aquitaine,,2617,2617
Saint-Pierre-la-Palud,45.7908,4.6117,France,FR,Auvergne-Rhône-Alpes,,2615,2615
Eymet,44.6675,0.3983,France,FR,Nouvelle-Aquitaine,,2614,2614
Chémeré,47.1219,-1.9147,France,FR,Pays de la Loire,,2614,2614
Saint-Branchs,47.2269,0.7722,France,FR,Centre-Val de Loire,,2614,2614
Cézac,45.0906,-0.4200,France,FR,Nouvelle-Aquitaine,,2612,2612
Saint-Just-Chaleyssin,45.5850,4.9992,France,FR,Auvergne-Rhône-Alpes,,2611,2611
Dettwiller,48.7539,7.4667,France,FR,Grand Est,,2610,2610
Mollégès,43.8058,4.9494,France,FR,Provence-Alpes-Côte d’Azur,,2608,2608
Méreau,47.1633,2.0508,France,FR,Centre-Val de Loire,,2608,2608
Figanières,43.5686,6.4972,France,FR,Provence-Alpes-Côte d’Azur,,2608,2608
Clairac,44.3597,0.3789,France,FR,Nouvelle-Aquitaine,,2608,2608
Urcuit,43.4856,-1.3367,France,FR,Nouvelle-Aquitaine,,2606,2606
Saint-Maurice-de-Gourdans,45.8214,5.1956,France,FR,Auvergne-Rhône-Alpes,,2606,2606
Auxi-le-Château,50.2306,2.1147,France,FR,Hauts-de-France,,2606,2606
Athies-sous-Laon,49.5731,3.6831,France,FR,Hauts-de-France,,2605,2605
Loire-sur-Rhône,45.5606,4.8061,France,FR,Auvergne-Rhône-Alpes,,2605,2605
Coquelles,50.9350,1.7992,France,FR,Hauts-de-France,,2603,2603
Watten,50.8331,2.2125,France,FR,Hauts-de-France,,2602,2602
Les Salles-du-Gardon,44.2069,4.0347,France,FR,Occitanie,,2598,2598
Xertigny,48.0456,6.4061,France,FR,Grand Est,,2598,2598
Charly-sur-Marne,48.9772,3.2853,France,FR,Hauts-de-France,,2597,2597
Châteauneuf-en-Thymerais,48.5806,1.2411,France,FR,Centre-Val de Loire,,2596,2596
Rieux-Volvestre,43.2575,1.1969,France,FR,Occitanie,,2595,2595
Villers-sur-Mer,49.3206,-0.0064,France,FR,Normandie,,2593,2593
Martigné-Ferchaud,47.8278,-1.3183,France,FR,Bretagne,,2593,2593
Neufchef,49.3167,6.0233,France,FR,Grand Est,,2591,2591
Le Bugue,44.9200,0.9272,France,FR,Nouvelle-Aquitaine,,2591,2591
Saint-Mars-de-Coutais,47.1128,-1.7354,France,FR,Pays de la Loire,,2591,2591
Arques-la-Bataille,49.8808,1.1258,France,FR,Normandie,,2590,2590
Tinchebray,48.7636,-0.7331,France,FR,Normandie,,2590,2590
Pennautier,43.2458,2.3183,France,FR,Occitanie,,2589,2589
Archamps,46.1356,6.1325,France,FR,Auvergne-Rhône-Alpes,,2588,2588
Toury,48.1942,1.9356,France,FR,Centre-Val de Loire,,2587,2587
Gassin,43.2286,6.5853,France,FR,Provence-Alpes-Côte d’Azur,,2586,2586
L’Étrat,45.4856,4.3792,France,FR,Auvergne-Rhône-Alpes,,2584,2584
Colombiers,43.3131,3.1406,France,FR,Occitanie,,2584,2584
Baixas,42.7500,2.8092,France,FR,Occitanie,,2584,2584
Val-d’Izé,48.1772,-1.3047,France,FR,Bretagne,,2584,2584
Le Nouvion-en-Thiérache,50.0172,3.7850,France,FR,Hauts-de-France,,2584,2584
Cagnac-les-Mines,43.9853,2.1411,France,FR,Occitanie,,2583,2583
Andilly,49.0053,2.2994,France,FR,Île-de-France,,2581,2581
Cauffry,49.3172,2.4483,France,FR,Hauts-de-France,,2581,2581
Trieux,49.3244,5.9364,France,FR,Grand Est,,2581,2581
Saint-Étienne-de-Crossey,45.3792,5.6456,France,FR,Auvergne-Rhône-Alpes,,2581,2581
Soucelles,47.5689,-0.4183,France,FR,Pays de la Loire,,2581,2581
Champforgeuil,46.8194,4.8342,France,FR,Bourgogne-Franche-Comté,,2580,2580
Pitres,49.3194,1.2258,France,FR,Normandie,,2580,2580
Vervins,49.8350,3.9092,France,FR,Hauts-de-France,minor,2579,2579
Sainte-Foy-la-Grande,44.8406,0.2172,France,FR,Nouvelle-Aquitaine,,2577,2577
Alby-sur-Chéran,45.8167,6.0208,France,FR,Auvergne-Rhône-Alpes,,2577,2577
Barcelonnette,44.3858,6.6525,France,FR,Provence-Alpes-Côte d’Azur,minor,2575,2575
Dommartin,45.8350,4.7114,France,FR,Auvergne-Rhône-Alpes,,2573,2573
Soual,43.5556,2.1164,France,FR,Occitanie,,2573,2573
Nogent-sur-Vernisson,47.8464,2.7422,France,FR,Centre-Val de Loire,,2573,2573
Montmoreau,45.4000,0.1317,France,FR,Nouvelle-Aquitaine,,2573,2573
Héricy,48.4464,2.7631,France,FR,Île-de-France,,2572,2572
Saint-Christophe-du-Ligneron,46.8242,-1.7631,France,FR,Pays de la Loire,,2570,2570
Étrelles,48.0603,-1.1936,France,FR,Bretagne,,2569,2569
Salins-les-Bains,46.9411,5.8783,France,FR,Bourgogne-Franche-Comté,,2567,2567
Auboué,49.2119,5.9769,France,FR,Grand Est,,2566,2566
Bourbon-l’Archambault,46.5833,3.0567,France,FR,Auvergne-Rhône-Alpes,,2566,2566
Capinghem,50.6444,2.9619,France,FR,Hauts-de-France,,2565,2565
La Châtaigneraie,46.6494,-0.7403,France,FR,Pays de la Loire,,2565,2565
Bagard,44.0731,4.0508,France,FR,Occitanie,,2565,2565
Lamonzie,44.8425,0.3839,France,FR,Nouvelle-Aquitaine,,2565,2565
Cers,43.3231,3.3047,France,FR,Occitanie,,2564,2564
Geudertheim,48.7236,7.7544,France,FR,Grand Est,,2564,2564
Saint-Viaud,47.2558,-2.0194,France,FR,Pays de la Loire,,2564,2564
Gergy,46.8769,4.9467,France,FR,Bourgogne-Franche-Comté,,2563,2563
Alsting,49.1792,6.9983,France,FR,Grand Est,,2562,2562
Fitz-James,49.3906,2.4300,France,FR,Hauts-de-France,,2562,2562
Criquetot-l’Esneval,49.6439,0.2661,France,FR,Normandie,,2561,2561
Maureillas-las-Illas,42.4903,2.8103,France,FR,Occitanie,,2561,2561
Saint-Yorre,46.0658,3.4642,France,FR,Auvergne-Rhône-Alpes,,2560,2560
Saint-Saturnin,48.0575,0.1511,France,FR,Pays de la Loire,,2560,2560
Sallebœuf,44.8422,-0.3975,France,FR,Nouvelle-Aquitaine,,2560,2560
Sens-de-Bretagne,48.3336,-1.5361,France,FR,Bretagne,,2560,2560
Vivy,47.3264,-0.0544,France,FR,Pays de la Loire,,2559,2559
Miremont,43.3703,1.4172,France,FR,Occitanie,,2558,2558
Couffé,47.3914,-1.2928,France,FR,Pays de la Loire,,2556,2556
Zillisheim,47.6953,7.2956,France,FR,Grand Est,,2555,2555
Le Cheylas,45.3714,5.9925,France,FR,Auvergne-Rhône-Alpes,,2555,2555
Villedieu-la-Blouère,47.1469,-1.0642,France,FR,Pays de la Loire,,2555,2555
Rubelles,48.5597,2.6803,France,FR,Île-de-France,,2554,2554
Le Bois-d’Oingt,45.9206,4.5853,France,FR,Auvergne-Rhône-Alpes,,2554,2554
La Fresnais,48.5956,-1.8433,France,FR,Bretagne,,2554,2554
Gainneville,49.5178,0.2511,France,FR,Normandie,,2553,2553
Le Palais,47.3464,-3.1553,France,FR,Bretagne,,2552,2552
Loriol-du-Comtat,44.0764,5.0006,France,FR,Provence-Alpes-Côte d’Azur,,2551,2551
Guérard,48.8247,2.9581,France,FR,Île-de-France,,2551,2551
Bezannes,49.2233,3.9886,France,FR,Grand Est,,2550,2550
Neyron,45.8147,4.9322,France,FR,Auvergne-Rhône-Alpes,,2549,2549
Boisset,44.0494,4.0197,France,FR,Occitanie,,2549,2549
Gorron,48.4117,-0.8128,France,FR,Pays de la Loire,,2549,2549
Biesheim,48.0408,7.5433,France,FR,Grand Est,,2549,2549
Ouveillan,43.2886,2.9714,France,FR,Occitanie,,2549,2549
Taluyers,45.6397,4.7219,France,FR,Auvergne-Rhône-Alpes,,2548,2548
Saint-Domineuc,48.3742,-1.8761,France,FR,Bretagne,,2548,2548
Sainte-Cécile-les-Vignes,44.2453,4.8861,France,FR,Provence-Alpes-Côte d’Azur,,2548,2548
Plombières-lès-Dijon,47.3394,4.9722,France,FR,Bourgogne-Franche-Comté,,2547,2547
Vaulx-Milieu,45.6125,5.1811,France,FR,Auvergne-Rhône-Alpes,,2546,2546
Étaules,45.7322,-1.0978,France,FR,Nouvelle-Aquitaine,,2546,2546
Vailhauquès,43.6722,3.7178,France,FR,Occitanie,,2546,2546
Caux,43.5072,3.3689,France,FR,Occitanie,,2546,2546
Souchez,50.3908,2.7428,France,FR,Hauts-de-France,,2545,2545
Conques-sur-Orbiel,43.2700,2.4017,France,FR,Occitanie,,2545,2545
Chartrettes,48.4875,2.7036,France,FR,Île-de-France,,2544,2544
Nomain,50.4989,3.2503,France,FR,Hauts-de-France,,2544,2544
La Bâtie-Neuve,44.5667,6.1958,France,FR,Provence-Alpes-Côte d’Azur,,2544,2544
Néris-les-Bains,46.2878,2.6614,France,FR,Auvergne-Rhône-Alpes,,2544,2544
La Rivière-Saint-Sauveur,49.4072,0.2714,France,FR,Normandie,,2542,2542
Saint-Martin-de-Fontenay,49.1192,-0.3711,France,FR,Normandie,,2541,2541
Saulxures-sur-Moselotte,47.9494,6.7692,France,FR,Grand Est,,2540,2540
Grâces,48.5558,-3.1850,France,FR,Bretagne,,2539,2539
Miserey-Salines,47.2864,5.9736,France,FR,Bourgogne-Franche-Comté,,2538,2538
L’Escarène,43.8344,7.3567,France,FR,Provence-Alpes-Côte d’Azur,,2537,2537
Ducey,48.6192,-1.2892,France,FR,Normandie,,2537,2537
Renazé,47.7936,-1.0583,France,FR,Pays de la Loire,,2537,2537
Aouste-sur-Sye,44.7158,5.0569,France,FR,Auvergne-Rhône-Alpes,,2537,2537
Saint-Étienne-du-Bois,46.2881,5.2933,France,FR,Auvergne-Rhône-Alpes,,2537,2537
Montgiscard,43.4578,1.5736,France,FR,Occitanie,,2536,2536
Arc,47.4572,5.5844,France,FR,Bourgogne-Franche-Comté,,2535,2535
Feuquières-en-Vimeu,50.0614,1.6050,France,FR,Hauts-de-France,,2533,2533
Famars,50.3156,3.5192,France,FR,Hauts-de-France,,2531,2531
Vibraye,48.0589,0.7358,France,FR,Pays de la Loire,,2531,2531
Warmeriville,49.3506,4.2219,France,FR,Grand Est,,2529,2529
Chalamont,45.9961,5.1711,France,FR,Auvergne-Rhône-Alpes,,2529,2529
Rantigny,49.3297,2.4414,France,FR,Hauts-de-France,,2526,2526
Champtoceaux,47.3369,-1.2667,France,FR,Pays de la Loire,,2526,2526
Polliat,46.2489,5.1258,France,FR,Auvergne-Rhône-Alpes,,2526,2526
Athis,48.8106,-0.5014,France,FR,Normandie,,2525,2525
La Terrasse,45.3236,5.9311,France,FR,Auvergne-Rhône-Alpes,,2524,2524
Nexon,45.6783,1.1872,France,FR,Nouvelle-Aquitaine,,2524,2524
Pellouailles-les-Vignes,47.5222,-0.4408,France,FR,Pays de la Loire,,2523,2523
Gonnehem,50.5617,2.5739,France,FR,Hauts-de-France,,2522,2522
Stenay,49.4900,5.1856,France,FR,Grand Est,,2520,2520
Caraman,43.5300,1.7575,France,FR,Occitanie,,2520,2520
Plouénan,48.6283,-3.9925,France,FR,Bretagne,,2520,2520
Noyal-Muzillac,47.5917,-2.4569,France,FR,Bretagne,,2520,2520
Morbecque,50.6936,2.5175,France,FR,Hauts-de-France,,2519,2519
Schœneck,49.2197,6.9239,France,FR,Grand Est,,2518,2518
Piennes,49.3067,5.7864,France,FR,Grand Est,,2518,2518
Penvénan,48.8114,-3.2947,France,FR,Bretagne,,2517,2517
Fontaine-Étoupefour,49.1461,-0.4542,France,FR,Normandie,,2516,2516
La Jarne,46.1275,-1.0742,France,FR,Nouvelle-Aquitaine,,2516,2516
Alleins,43.7039,5.1617,France,FR,Provence-Alpes-Côte d’Azur,,2516,2516
